IUCN_species_name,genus,species,common_name,order_e,family_e,diet_inv_e,diet_fruit_e,diet_cat_e,diet_breadth,min_body_size_mm,max_body_size_mm,body_size_mm,min_longevity,max_longevity,longevity,min_home_range,max_home_range,home_range_size,generation_time,IUCN_category
Tangara preciosa,Tangara,preciosa,Chestnut-backed Tanager,Passeriformes,Thraupidae,40,60,FruiNect,0.673011667,NA,NA,150,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara punctata,Tangara,punctata,Spotted Tanager,Passeriformes,Thraupidae,30,70,FruiNect,0.610864302,110,135,135,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara ruficervix,Tangara,ruficervix,Golden-naped Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,NA,NA,130,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara rufigenis,Tangara,rufigenis,Rufous-cheeked Tanager,Passeriformes,Thraupidae,0,100,FruiNect,0,NA,NA,130,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara rufigula,Tangara,rufigula,Rufous-throated Tanager,Passeriformes,Thraupidae,30,70,FruiNect,0.610864302,NA,NA,120,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara sayaca,Tangara,sayaca,Sayaca Tanager,Passeriformes,Thraupidae,10,50,Omnivore,0.943348392,160,170,170,NA,NA,NA,NA,NA,NA,4,LC
Tangara schrankii,Tangara,schrankii,Green-and-gold Tanager,Passeriformes,Thraupidae,20,60,FruiNect,0.950270539,120,135,135,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara seledon,Tangara,seledon,Green-headed Tanager,Passeriformes,Thraupidae,20,80,FruiNect,0.500402424,NA,NA,130,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara varia,Tangara,varia,Dotted Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,NA,NA,110,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara vassorii,Tangara,vassorii,Blue-and-black Tanager,Passeriformes,Thraupidae,30,70,FruiNect,0.610864302,NA,NA,130,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara velia,Tangara,velia,Opal-rumped Tanager,Passeriformes,Thraupidae,0,100,FruiNect,0,120,145,145,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara viridicollis,Tangara,viridicollis,Silver-backed Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,125,130,130,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara vitriolina,Tangara,vitriolina,Scrub Tanager,Passeriformes,Thraupidae,70,30,Invertebrate,0.610864302,NA,NA,140,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara xanthocephala,Tangara,xanthocephala,Saffron-crowned Tanager,Passeriformes,Thraupidae,20,80,FruiNect,0.500402424,120,135,135,NA,NA,NA,NA,NA,NA,4.9,LC
Tangara xanthogastra,Tangara,xanthogastra,Yellow-bellied Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,NA,NA,110,NA,NA,NA,NA,NA,NA,4.9,LC
Tephrophilus wetmorei,Tephrophilus,wetmorei,Masked Mountain-tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,NA,NA,200,NA,NA,NA,NA,NA,NA,3.7,VU
Tersina viridis,Tersina,viridis,Swallow Tanager,Passeriformes,Thraupidae,30,70,FruiNect,0.610864302,140,150,150,NA,NA,NA,NA,NA,NA,3.7,LC
Thamnistes aequatorialis,Thamnistes,aequatorialis,Eastern Russet Antshrike,Passeriformes,Thamnophilidae,90,10,Invertebrate,0.325082973,210,220,216,NA,NA,NA,NA,NA,NA,4.8,LC
Thamnistes anabatinus,Thamnistes,anabatinus,Russet Antshrike,Passeriformes,Thamnophilidae,90,10,Invertebrate,0.325082973,130,150,150,NA,NA,NA,NA,NA,NA,4.8,LC
Thamnophilus caerulescens,Thamnophilus,caerulescens,Variable Antshrike,Passeriformes,Thamnophilidae,80,10,Invertebrate,0.63903186,140,160,160,4.166,6.166,6.166,0.007,0.013,0.013,4.9,LC
Thamnophilus multistriatus,Thamnophilus,multistriatus,Bar-crested Antshrike,Passeriformes,Thamnophilidae,90,10,Invertebrate,0.325082973,150,165,165,NA,NA,NA,NA,NA,NA,4.9,LC
Thamnophilus ruficapillus,Thamnophilus,ruficapillus,Rufous-capped Antshrike,Passeriformes,Thamnophilidae,90,10,Invertebrate,0.325082973,150,170,170,NA,NA,NA,NA,NA,NA,4.9,LC
Thamnophilus subfasciatus,Thamnophilus,subfasciatus,Northern Rufous-capped Antshrike,Passeriformes,Thamnophilidae,90,10,Invertebrate,0.325082973,150,170,170,NA,NA,NA,NA,NA,NA,4.9,LC
Thlypopsis sordida,Thlypopsis,sordida,Orange-headed Tanager,Passeriformes,Thraupidae,50,30,Omnivore,1.029653014,NA,NA,130,NA,NA,7,NA,NA,NA,3.7,LC
Thryomanes bewickii,Thryomanes,bewickii,Bewick's Wren,Passeriformes,Troglodytidae,80,20,Invertebrate,0.500402424,NA,NA,130,NA,NA,8,NA,NA,NA,3.6,LC
Thryophilus rufalbus,Thryophilus,rufalbus,Rufous-and-white Wren,Passeriformes,Troglodytidae,80,20,Invertebrate,0.500402424,145,165,165,NA,NA,NA,NA,NA,NA,2.89,LC
Tinamus guttatus,Tinamus,guttatus,White-throated Tinamou,Tinamiformes,Tinamidae,20,60,FruiNect,0.950270539,320,360,360,NA,NA,NA,NA,NA,NA,6.8,NT
Tinamus major,Tinamus,major,Great Tinamou,Tinamiformes,Tinamidae,20,40,Omnivore,1.279854226,400,460,460,NA,NA,NA,NA,NA,NA,6.8,NT
Tinamus osgoodi,Tinamus,osgoodi,Black Tinamou,Tinamiformes,Tinamidae,0,50,Omnivore,0.943348392,400,460,460,NA,NA,NA,NA,NA,NA,6.8,VU
Tinamus solitarius,Tinamus,solitarius,Solitary Tinamou,Tinamiformes,Tinamidae,20,40,Omnivore,1.33217904,425,480,480,NA,NA,NA,NA,NA,NA,6.8,NT
Tinamus tao,Tinamus,tao,Grey Tinamou,Tinamiformes,Tinamidae,10,40,Omnivore,1.279854226,425,490,490,NA,NA,NA,NA,NA,NA,6.8,VU
Tityra inquisitor,Tityra,inquisitor,Black-crowned Tityra,Passeriformes,Cotingidae,20,80,FruiNect,0.500402424,165,205,205,NA,NA,NA,NA,NA,NA,4.6,LC
Tityra semifasciata,Tityra,semifasciata,Masked Tityra,Passeriformes,Cotingidae,20,70,FruiNect,0.801818553,200,240,240,NA,NA,NA,NA,NA,NA,4.6,LC
Todirostrum cinereum,Todirostrum,cinereum,Common Tody-flycatcher,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,88,102,102,NA,NA,NA,NA,NA,0.0037,3.6,LC
Tolmomyias flavotectus,Tolmomyias,flavotectus,Yellow-margined flycatcher,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,130,135,135,NA,NA,NA,NA,NA,NA,3.6,LC
Tolmomyias sulphurescens,Tolmomyias,sulphurescens,Yellow-olive Flycatcher,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,130,155,155,NA,NA,NA,NA,NA,0.0111,3.6,LC
Tolmomyias viridiceps,Tolmomyias,viridiceps,Olive-faced Flatbill,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,120,127,127,NA,NA,NA,NA,NA,NA,3.6,LC
Touit batavicus,Touit,batavicus,Lilac-tailed Parrotlet,Psittaciformes,Psittacidae,0,30,Omnivore,1.366158848,NA,NA,140,NA,NA,NA,NA,NA,NA,5,LC
Touit costaricensis,Touit,costaricensis,Red-fronted Parrotlet,Psittaciformes,Psittacidae,0,100,FruiNect,0,NA,NA,170,NA,NA,NA,NA,NA,NA,5,VU
Touit dilectissimus,Touit,dilectissimus,Blue-fronted Parrotlet,Psittaciformes,Psittacidae,0,100,FruiNect,0,170,180,180,NA,NA,NA,NA,NA,NA,5,LC
Touit huetii,Touit,huetii,Scarlet-shouldered Parrotlet,Psittaciformes,Psittacidae,0,90,FruiNect,0.325082973,150,160,160,NA,NA,NA,NA,NA,NA,5,VU
Touit purpuratus,Touit,purpuratus,Sapphire-rumped Parrotlet,Psittaciformes,Psittacidae,0,100,FruiNect,0,170,180,180,NA,NA,NA,NA,NA,NA,5,LC
Touit stictopterus,Touit,stictopterus,Spot-winged Parrotlet,Psittaciformes,Psittacidae,0,50,Omnivore,0.693147181,170,180,180,NA,NA,NA,NA,NA,NA,5,VU
Toxostoma guttatum,Toxostoma,guttatum,Cozumel Thrasher,Passeriformes,Mimidae,70,30,Invertebrate,0.610864302,215,240,240,NA,NA,NA,NA,NA,NA,2.78,CR
Trichothraupis melanops,Trichothraupis,melanops,Black-goggled Tanager,Passeriformes,Thraupidae,70,20,Invertebrate,0.801818553,NA,NA,160,NA,NA,NA,NA,NA,NA,3.7,LC
Trogon ambiguus,Trogon,ambiguus,Copperry-tailed Trogon,Trogoniformes,Trogonidae,50,50,Omnivore,0.693147181,300,NA,280,NA,NA,NA,NA,NA,NA,7.3,LC
Trogon bairdii,Trogon,bairdii,Baird's Trogon,Trogoniformes,Trogonidae,40,60,FruiNect,0.673011667,250,280,280,NA,NA,NA,NA,NA,NA,7.3,NT
Trogon chionurus,Trogon,chionurus,White-tailed Trogon,Trogoniformes,Trogonidae,30,60,FruiNect,0.897945725,250,280,280,NA,NA,NA,NA,NA,NA,7.3,LC
Trogon citreolus,Trogon,citreolus,Citreoline Trogon,Trogoniformes,Trogonidae,50,50,Omnivore,0.693147181,NA,NA,270,17,21,21,NA,NA,0.0345,7.3,LC
Trogon clathratus,Trogon,clathratus,Lattice-tailed Trogon,Trogoniformes,Trogonidae,20,70,FruiNect,0.801818553,NA,NA,300,NA,NA,NA,NA,NA,NA,7.3,LC
Trogon collaris,Trogon,collaris,Collared Trogon,Trogoniformes,Trogonidae,60,40,Invertebrate,0.673011667,250,290,290,NA,NA,NA,NA,NA,NA,7.3,LC
Trogon comptus,Trogon,comptus,White-eyed Trogon,Trogoniformes,Trogonidae,50,50,Omnivore,0.693147181,NA,NA,280,NA,NA,NA,NA,NA,NA,7.3,LC
Trogon curucui,Trogon,curucui,Blue-crowned Trogon,Trogoniformes,Trogonidae,80,20,Invertebrate,0.500402424,NA,NA,240,17,21,21,NA,NA,0.0345,7.3,LC
Trogon elegans,Trogon,elegans,Elegant Trogon,Trogoniformes,Trogonidae,50,50,Omnivore,0.693147181,NA,NA,290,NA,NA,NA,NA,NA,NA,7.3,LC
Trogon massena,Trogon,massena,Slaty-tailed Trogon,Trogoniformes,Trogonidae,20,70,FruiNect,0.801818553,330,355,355,17,21,21,NA,NA,0.0345,7.3,LC
Trogon melanocephalus,Trogon,melanocephalus,Black-headed Trogon,Trogoniformes,Trogonidae,50,50,Omnivore,0.693147181,NA,NA,280,17,21,21,NA,NA,0.0345,7.3,LC
Trogon melanurus,Trogon,melanurus,Black-tailed Trogon,Trogoniformes,Trogonidae,30,70,FruiNect,0.610864302,280,300,300,17,21,21,NA,NA,0.0345,4.71,LC
Trogon mesurus,Trogon,mesurus,Ecuadorian Trogon,Trogoniformes,Trogonidae,30,70,FruiNect,0.610864302,305,320,320,17,21,21,NA,NA,0.0345,7.3,LC
Trogon personatus,Trogon,personatus,Masked Trogon,Trogoniformes,Trogonidae,50,50,Omnivore,0.693147181,NA,NA,250,NA,NA,NA,NA,NA,NA,7.3,LC
Trogon rufus,Trogon,rufus,Black-throated Trogon,Trogoniformes,Trogonidae,60,40,Invertebrate,0.673011667,230,260,260,NA,NA,NA,NA,NA,NA,7.3,LC
Trogon surrucura,Trogon,surrucura,Surucua Trogon,Trogoniformes,Trogonidae,80,20,Invertebrate,0.500402424,260,280,280,NA,NA,NA,NA,NA,0.0041,7.3,LC
Trogon violaceus,Trogon,violaceus,Violaceous Trogon,Trogoniformes,Trogonidae,20,80,FruiNect,0.500402424,230,250,250,NA,NA,NA,NA,NA,NA,7.3,LC
Trogon viridis,Trogon,viridis,Green-backed Trogon,Trogoniformes,Trogonidae,30,60,FruiNect,0.897945725,250,280,280,NA,NA,NA,NA,NA,NA,7.3,LC
Tunchiornis ochraceiceps,Tunchiornis,ochraceiceps,Tawny-crowned Greenlet,Passeriformes,Vireonidae,80,20,Invertebrate,0.500402424,95,125,125,NA,NA,NA,NA,NA,NA,5.2,LC
Turdus albicollis,Turdus,albicollis,White-necked Thrush,Passeriformes,Turdidae,60,40,Invertebrate,0.673011667,205,260,260,2.75,8.166,8.166,NA,NA,NA,5.3,LC
Turdus amaurochalinus,Turdus,amaurochalinus,Creamy-bellied Thrush,Passeriformes,Turdidae,40,60,FruiNect,0.673011667,220,250,250,NA,NA,5,NA,NA,NA,5.6,LC
Turdus assimilis,Turdus,assimilis,White-throated Thrush,Passeriformes,Turdidae,60,40,Invertebrate,0.673011667,220,260,260,NA,NA,NA,NA,NA,NA,6.7,LC
Turdus chiguanco,Turdus,chiguanco,Chiguanco Thrush,Passeriformes,Turdidae,50,50,Omnivore,0.693147181,250,300,300,NA,NA,NA,NA,NA,NA,6.6,LC
Turdus flavipes,Turdus,flavipes,Yellow-legged Thrush,Passeriformes,Turdidae,20,80,FruiNect,0.500402424,NA,NA,220,NA,NA,NA,NA,NA,NA,5.6,LC
Turdus fulviventris,Turdus,fulviventris,Chestnut-bellied Thrush,Passeriformes,Turdidae,0,100,FruiNect,0,230,250,250,NA,NA,NA,NA,NA,NA,7,LC
Turdus fumigatus,Turdus,fumigatus,Cocoa Thrush,Passeriformes,Turdidae,50,50,Omnivore,0.693147181,215,240,240,NA,NA,10.5,NA,NA,NA,5.7,LC
Turdus fuscater,Turdus,fuscater,Great Thrush,Passeriformes,Turdidae,50,50,Omnivore,0.693147181,280,330,330,NA,NA,NA,NA,NA,NA,9.4,LC
Turdus grayi,Turdus,grayi,Clay-coloured Thrush,Passeriformes,Turdidae,30,60,FruiNect,0.897945725,205,265,265,NA,NA,9.6,NA,NA,NA,4.01,LC
Turdus haplochrous,Turdus,haplochrous,Unicoloured Thrush,Passeriformes,Turdidae,40,50,Omnivore,0.943348392,220,230,230,NA,NA,9.6,NA,NA,NA,6.1,NT
Turdus ignobilis,Turdus,ignobilis,Black-billed Thrush,Passeriformes,Turdidae,40,30,Omnivore,1.088899975,215,240,240,NA,NA,NA,NA,NA,NA,7.5,LC
Turdus infuscatus,Turdus,infuscatus,Black Thrush,Passeriformes,Turdidae,50,50,Omnivore,0.693147181,215,240,240,NA,NA,NA,NA,NA,NA,6.1,LC
Turdus lawrencii,Turdus,lawrencii,Lawrence's Thrush,Passeriformes,Turdidae,40,50,Omnivore,0.943348392,215,230,230,NA,NA,NA,NA,NA,NA,7,LC
Turdus leucomelas,Turdus,leucomelas,Pale-breasted Thrush,Passeriformes,Turdidae,70,30,Invertebrate,0.610864302,230,270,270,NA,NA,NA,NA,NA,0.038,5.8,LC
Turdus leucops,Turdus,leucops,Pale-eyed Thrush,Passeriformes,Turdidae,20,80,FruiNect,0.500402424,180,210,210,NA,NA,NA,NA,NA,NA,6.1,LC
Turdus maculirostris,Turdus,maculirostris,Ecuadorian Thrush,Passeriformes,Turdidae,40,50,Omnivore,0.943348392,215,230,230,NA,NA,NA,NA,NA,NA,6.3,LC
Turdus maranonicus,Turdus,maranonicus,Maranon Thrush,Passeriformes,Turdidae,40,50,Omnivore,0.943348392,NA,NA,215,NA,NA,NA,NA,NA,NA,6.6,LC
Turdus nigrescens,Turdus,nigrescens,Sooty Thrush,Passeriformes,Turdidae,30,40,Omnivore,1.088899975,240,255,255,NA,NA,NA,NA,NA,NA,6.1,LC
Turdus nigriceps,Turdus,nigriceps,Slaty Thrush,Passeriformes,Turdidae,40,60,FruiNect,0.673011667,180,215,215,NA,NA,NA,NA,NA,0.0032,NA,LC
Turdus nudigenis,Turdus,nudigenis,Spectacled Thrush,Passeriformes,Turdidae,20,40,Omnivore,1.054920168,230,240,240,NA,NA,NA,NA,NA,NA,5.8,LC
Turdus obsoletus,Turdus,obsoletus,Pale-vented Thrush,Passeriformes,Turdidae,30,40,Omnivore,1.088899975,215,230,230,NA,NA,NA,NA,NA,NA,6.1,LC
Turdus olivater,Turdus,olivater,Black-hooded Thrush,Passeriformes,Turdidae,40,50,Omnivore,0.943348392,230,240,240,NA,NA,6,NA,NA,NA,7.7,LC
Turdus plebejus,Turdus,plebejus,American Mountain Thrush,Passeriformes,Turdidae,20,40,Omnivore,1.054920168,230,255,255,NA,NA,NA,NA,NA,NA,6.5,LC
Turdus reevei,Turdus,reevei,Plumbeous-backed Thrush,Passeriformes,Turdidae,40,50,Omnivore,0.943348392,230,240,240,NA,NA,NA,NA,NA,NA,11.5,LC
Turdus rufitorques,Turdus,rufitorques,Rufous-collared Robin,Passeriformes,Turdidae,40,50,Omnivore,0.943348392,230,255,255,NA,NA,NA,NA,NA,NA,7.5,LC
Turdus rufiventris,Turdus,rufiventris,Rufous-bellied Thrush,Passeriformes,Turdidae,50,50,Omnivore,0.693147181,230,250,250,NA,NA,8.4,NA,NA,0.0041,5.9,LC
Turdus rufopalliatus,Turdus,rufopalliatus,Rufous-backed Robin,Passeriformes,Turdidae,70,30,Invertebrate,0.610864302,215,255,255,NA,NA,NA,NA,NA,NA,4.57,LC
Turdus serranus,Turdus,serranus,Glossy-black Thrush,Passeriformes,Turdidae,0,100,FruiNect,0,230,250,250,NA,NA,NA,NA,NA,NA,7.7,LC
Turdus subalaris,Turdus,subalaris,Eastern Slaty Thrush,Passeriformes,Turdidae,40,60,FruiNect,0.673011667,200,225,225,NA,NA,NA,NA,NA,NA,NA,LC
Tyranneutes stolzmanni,Tyranneutes,stolzmanni,Dwarf Tyrant-manakin,Passeriformes,Pipridae,20,80,FruiNect,0.500402424,80,90,90,NA,NA,NA,NA,NA,NA,4.4,LC
Tyranneutes virescens,Tyranneutes,virescens,Tiny Tyrant-manakin,Passeriformes,Pipridae,20,80,FruiNect,0.500402424,70,80,80,NA,NA,NA,NA,NA,NA,4.4,LC
Tyrannopsis sulphurea,Tyrannopsis,sulphurea,Sulphury Flycatcher,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,190,203,203,NA,NA,NA,NA,NA,NA,3.6,LC
Tyrannulus elatus,Tyrannulus,elatus,Yellow-crowned Tyrannulet,Passeriformes,Tyrannidae,60,40,Invertebrate,0.673011667,100,110,110,NA,NA,NA,NA,NA,NA,2.6,LC
Tyrannus couchii,Tyrannus,couchii,Couch's Kingbird,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,200,240,240,NA,NA,NA,NA,NA,NA,4.2,LC
Tyrannus cubensis,Tyrannus,cubensis,Giant Kingbird,Passeriformes,Tyrannidae,50,30,Omnivore,1.16828245,230,260,260,NA,NA,NA,NA,NA,NA,3.77,EN
Tyrannus forficatus,Tyrannus,forficatus,Scissor-tailed Flycatcher,Passeriformes,Tyrannidae,60,20,Invertebrate,0.950270539,NA,NA,110,NA,NA,NA,0.002,0.004,0.004,4.2,LC
Tyrannus niveigularis,Tyrannus,niveigularis,Snowy-throated Kingbird,Passeriformes,Tyrannidae,50,50,Omnivore,0.693147181,185,190,190,NA,NA,NA,NA,NA,NA,4.2,LC
Tyrannus savana,Tyrannus,savana,Fork-tailed Flycatcher,Passeriformes,Tyrannidae,70,30,Invertebrate,0.610864302,280,405,405,NA,NA,NA,NA,NA,0.0022,4.2,LC
Tyrannus tyrannus,Tyrannus,tyrannus,Eastern Kingbird,Passeriformes,Tyrannidae,70,10,Invertebrate,0.940447989,195,230,230,NA,NA,11.1,NA,NA,0.084,4.2,LC
Tyrannus vociferans,Tyrannus,vociferans,Cassin's Kingbird,Passeriformes,Tyrannidae,80,10,Invertebrate,0.63903186,210,230,230,NA,NA,9.917,NA,NA,NA,4.2,LC
Urothraupis stolzmanni,Urothraupis,stolzmanni,Black-backed Bush-finch,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,NA,NA,150,NA,NA,NA,NA,NA,NA,3.8,LC
Veniliornis affinis,Veniliornis,affinis,Red-stained Woodpecker,Piciformes,Picidae,70,30,Invertebrate,0.610864302,150,180,180,NA,NA,NA,NA,NA,NA,4.2,LC
Veniliornis callonotus,Veniliornis,callonotus,Scarlet-backed Woodpecker,Piciformes,Picidae,90,10,Invertebrate,0.325082973,NA,NA,130,NA,NA,NA,NA,NA,NA,4.2,LC
Veniliornis chocoensis,Veniliornis,chocoensis,Choco Woodpecker,Piciformes,Picidae,70,30,Invertebrate,0.610864302,150,160,160,NA,NA,NA,NA,NA,NA,4.2,NT
Veniliornis frontalis,Veniliornis,frontalis,Dot-fronted Woodpecker,Piciformes,Picidae,90,10,Invertebrate,0.325082973,NA,NA,160,NA,NA,NA,NA,NA,NA,4.2,LC
Veniliornis spilogaster,Veniliornis,spilogaster,White-spotted Woodpecker,Piciformes,Picidae,80,20,Invertebrate,0.500402424,160,195,195,NA,NA,NA,NA,NA,0.0024,4.2,LC
Vireo altiloquus,Vireo,altiloquus,Black-whiskered Vireo,Passeriformes,Vireonidae,60,20,Invertebrate,0.950270539,150,165,165,NA,NA,NA,NA,NA,0.002,2.81,LC
Vireo bellii,Vireo,bellii,Bell's Vireo,Passeriformes,Vireonidae,90,10,Invertebrate,0.325082973,115,125,125,NA,NA,9.1,0.001,0.016,0.016,2.34,LC
Vireo carmioli,Vireo,carmioli,Yellow-winged Vireo,Passeriformes,Vireonidae,80,20,Invertebrate,0.500402424,110,115,115,NA,NA,NA,NA,NA,NA,4.2,LC
Vireo chivi,Vireo,chivi,Red-eyed Vireo,Passeriformes,Vireonidae,60,20,Invertebrate,0.950270539,120,140,140,NA,NA,NA,NA,NA,NA,4.2,LC
Vireo flavifrons,Vireo,flavifrons,Yellow-throated Vireo,Passeriformes,Vireonidae,70,30,Invertebrate,0.610864302,130,148,148,NA,NA,NA,NA,NA,NA,2.77,LC
Vireo flavoviridis,Vireo,flavoviridis,Yellow-green Vireo,Passeriformes,Vireonidae,60,40,Invertebrate,0.673011667,140,150,150,NA,NA,NA,NA,NA,NA,2.78,LC
Vireo gilvus,Vireo,gilvus,Warbling Vireo,Passeriformes,Vireonidae,80,10,Invertebrate,0.63903186,120,130,130,NA,NA,13,0.012,0.03,0.03,2.57,LC
Vireo griseus,Vireo,griseus,White-eyed Vireo,Passeriformes,Vireonidae,70,10,Invertebrate,0.801818553,107,130,130,NA,NA,10.9,0.0014,0.014,0.014,4.2,LC
Vireo huttoni,Vireo,huttoni,Hutton's Vireo,Passeriformes,Vireonidae,70,20,Invertebrate,0.801818553,100,120,120,NA,NA,NA,NA,NA,NA,4.2,LC
Vireo pallens,Vireo,pallens,Mangrove Vireo,Passeriformes,Vireonidae,70,20,Invertebrate,0.801818553,110,120,120,NA,NA,NA,NA,NA,NA,2.57,LC
Vireo philadelphicus,Vireo,philadelphicus,Philadelphia Vireo,Passeriformes,Vireonidae,70,20,Invertebrate,0.801818553,105,127,127,NA,NA,NA,NA,NA,NA,4.2,LC
Vireo plumbeus,Vireo,plumbeus,Plumbeous Vireo,Passeriformes,Vireonidae,70,30,Invertebrate,0.610864302,124,138,138,NA,NA,NA,NA,NA,NA,4.2,LC
Vireo sclateri,Vireo,sclateri,Tepui Greenlet,Passeriformes,Vireonidae,90,10,Invertebrate,0.325082973,NA,NA,120,NA,NA,NA,NA,NA,NA,5.2,LC
Vireo solitarius,Vireo,solitarius,Blue-headed Vireo,Passeriformes,Vireonidae,70,30,Invertebrate,0.610864302,126,148,148,NA,NA,NA,NA,NA,NA,4.2,LC
Vireolanius eximius,Vireolanius,eximius,Yellow-browed Shrike-vireo,Passeriformes,Vireonidae,80,20,Invertebrate,0.500402424,NA,NA,140,NA,NA,NA,NA,NA,NA,5.2,LC
Vireolanius melitophrys,Vireolanius,melitophrys,Chestnut-sided Shrike-vireo,Passeriformes,Vireonidae,70,10,Invertebrate,0.940447989,165,180,180,NA,NA,NA,NA,NA,NA,5.2,LC
Vireolanius pulchellus,Vireolanius,pulchellus,Green Shrike-vireo,Passeriformes,Vireonidae,80,20,Invertebrate,0.500402424,120,145,145,NA,NA,NA,NA,NA,NA,5.2,LC
Wetmorethraupis sterrhopteron,Wetmorethraupis,sterrhopteron,Orange-throated Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,NA,NA,170,NA,NA,NA,NA,NA,NA,3.7,VU
Xenodacnis parina,Xenodacnis,parina,Tit-like Dacnis,Passeriformes,Thraupidae,40,20,FruiNect,1.054920168,110,125,125,NA,NA,NA,NA,NA,NA,3.7,LC
Xenopipo atronitens,Xenopipo,atronitens,Black Manakin,Passeriformes,Pipridae,20,80,FruiNect,0.500402424,120,130,130,NA,NA,NA,NA,NA,NA,4.4,LC
Xenopipo uniformis,Xenopipo,uniformis,Olive Manakin,Passeriformes,Pipridae,0,100,FruiNect,0,NA,NA,135,NA,NA,NA,NA,NA,NA,4.4,LC
Xipholena punicea,Xipholena,punicea,Pompadour Cotinga,Passeriformes,Cotingidae,20,80,FruiNect,0.500402424,190,200,200,NA,NA,NA,NA,NA,NA,4.6,LC
Zaratornis stresemanni,Zaratornis,stresemanni,White-cheeked Cotinga,Passeriformes,Cotingidae,0,100,FruiNect,0,NA,NA,210,NA,NA,NA,NA,NA,NA,4.6,VU
Zenaida asiatica,Zenaida,asiatica,White-winged Dove,Columbiformes,Columbidae,0,30,PlantSeed,0.897945725,NA,NA,290,NA,NA,21.8,NA,NA,NA,7.1,LC
Zenaida graysoni,Zenaida,graysoni,Socorro Dove,Columbiformes,Columbidae,10,50,Omnivore,0.943348392,265,340,340,NA,NA,21.8,NA,NA,NA,4.77,EN
Zenaida meloda,Zenaida,meloda,West Peruvian Dove,Columbiformes,Columbidae,10,20,PlantSeed,1.088899975,250,330,330,NA,NA,21.8,NA,NA,NA,6.8,LC
Zentrygon albifacies,Zentrygon,albifacies,White-faced Quail-dove,Columbiformes,Columbidae,30,20,Omnivore,1.029653014,260,315,315,NA,NA,NA,NA,NA,NA,6.1,LC
Zentrygon carrikeri,Zentrygon,carrikeri,Tuxtla Quail-dove,Columbiformes,Columbidae,30,40,Omnivore,1.088899975,290,315,315,NA,NA,NA,NA,NA,NA,6.49,EN
Zentrygon chiriquensis,Zentrygon,chiriquensis,Rufous-breasted Quail-dove,Columbiformes,Columbidae,30,30,Omnivore,1.088899975,270,320,320,NA,NA,NA,NA,NA,NA,6,LC
Zentrygon costaricensis,Zentrygon,costaricensis,Buff-fronted Quail-dove,Columbiformes,Columbidae,30,40,Omnivore,1.088899975,240,280,280,NA,NA,NA,NA,NA,NA,6.3,LC
Zentrygon frenata,Zentrygon,frenata,White-throated Quail-dove,Columbiformes,Columbidae,30,20,Omnivore,1.029653014,300,340,340,NA,NA,NA,NA,NA,NA,4.6,LC
Zentrygon lawrencii,Zentrygon,lawrencii,Purplish-backed Quail-dove,Columbiformes,Columbidae,30,40,Omnivore,1.088899975,260,270,270,NA,NA,NA,NA,NA,NA,6.2,LC
Zimmerius albigularis,Zimmerius,albigularis,Choco Tyrannulet,Passeriformes,Tyrannidae,70,30,Invertebrate,0.610864302,105,115,115,NA,NA,NA,NA,NA,NA,3.6,LC
Zimmerius bolivianus,Zimmerius,bolivianus,Bolivian Tyrannulet,Passeriformes,Tyrannidae,70,30,Invertebrate,0.610864302,NA,NA,120,NA,NA,NA,NA,NA,NA,3.6,LC
Zimmerius chrysops,Zimmerius,chrysops,Golden-faced Tyrannulet,Passeriformes,Tyrannidae,70,30,Invertebrate,0.610864302,105,115,115,NA,NA,NA,NA,NA,NA,3.6,LC
Zimmerius cinereicapilla,Zimmerius,cinereicapilla,Red-billed Tyrannulet,Passeriformes,Tyrannidae,70,30,Invertebrate,0.610864302,115,120,120,NA,NA,NA,NA,NA,NA,3.6,VU
